,time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),precipitation (mm),rain (mm),direct_radiation (W/m²),windspeed_10m (km/h),winddirection_10m (°),et0_fao_evapotranspiration (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),year
199409,2014-09-30 17:00:00,19.6,74,14.9,1003.5,0.0,0.0,42.0,4.7,94.0,0.06,18.3,0.362,2014
199410,2014-09-30 18:00:00,16.8,86,14.5,1003.7,0.0,0.0,4.0,6.6,99.0,0.02,16.9,0.362,2014
199411,2014-09-30 19:00:00,15.2,90,13.5,1003.6,0.0,0.0,0.0,6.5,87.0,0.0,15.4,0.362,2014
199412,2014-09-30 20:00:00,15.1,91,13.6,1004.1,0.0,0.0,0.0,7.6,71.0,0.0,14.4,0.362,2014
199413,2014-09-30 21:00:00,15.1,91,13.7,1004.1,0.0,0.0,0.0,7.0,55.0,0.0,13.3,0.362,2014
199414,2014-09-30 22:00:00,14.7,93,13.5,1004.0,0.0,0.0,0.0,7.7,49.0,0.0,12.5,0.362,2014
199415,2014-09-30 23:00:00,11.6,96,11.0,1003.8,0.0,0.0,0.0,6.2,36.0,0.0,11.7,0.362,2014
204000,2015-04-10 00:00:00,5.8,79,2.5,1007.9,0.0,0.0,0.0,7.4,223.0,0.0,4.0,0.337,2015
204001,2015-04-10 01:00:00,5.1,83,2.5,1007.7,0.0,0.0,0.0,5.6,243.0,0.0,3.7,0.336,2015
204002,2015-04-10 02:00:00,5.1,82,2.3,1007.3,0.0,0.0,0.0,4.0,265.0,0.0,3.3,0.336,2015
204003,2015-04-10 03:00:00,5.6,80,2.5,1007.1,0.0,0.0,0.0,3.2,270.0,0.0,2.6,0.336,2015
204004,2015-04-10 04:00:00,5.6,82,2.7,1006.8,0.0,0.0,0.0,3.0,256.0,0.0,2.6,0.336,2015
204005,2015-04-10 05:00:00,5.4,82,2.6,1006.8,0.0,0.0,0.0,3.8,253.0,0.0,2.2,0.336,2015
204006,2015-04-10 06:00:00,4.0,87,2.1,1006.8,0.0,0.0,6.0,4.5,241.0,0.01,1.8,0.336,2015
204007,2015-04-10 07:00:00,4.4,90,3.0,1007.1,0.0,0.0,88.0,3.5,204.0,0.04,2.4,0.336,2015
204008,2015-04-10 08:00:00,7.4,82,4.5,1007.2,0.0,0.0,240.0,3.0,166.0,0.12,4.2,0.335,2015
204009,2015-04-10 09:00:00,10.8,66,4.7,1007.4,0.0,0.0,399.0,4.9,163.0,0.23,7.4,0.334,2015
204010,2015-04-10 10:00:00,13.4,55,4.5,1007.2,0.0,0.0,535.0,6.1,177.0,0.32,10.1,0.333,2015
204011,2015-04-10 11:00:00,15.8,48,4.8,1006.6,0.0,0.0,633.0,6.5,183.0,0.41,12.1,0.333,2015
204012,2015-04-10 12:00:00,17.5,44,5.0,1005.9,0.0,0.0,682.0,7.8,193.0,0.46,13.6,0.332,2015
204013,2015-04-10 13:00:00,19.0,40,5.3,1005.2,0.0,0.0,678.0,7.8,202.0,0.48,14.8,0.33,2015
204014,2015-04-10 14:00:00,20.2,38,5.6,1004.5,0.0,0.0,592.0,8.1,201.0,0.45,15.5,0.329,2015
204015,2015-04-10 15:00:00,21.1,37,5.7,1003.4,0.0,0.0,517.0,8.6,195.0,0.4,15.9,0.327,2015
204016,2015-04-10 16:00:00,21.3,35,5.3,1003.0,0.0,0.0,370.0,9.1,189.0,0.32,15.9,0.326,2015
204017,2015-04-10 17:00:00,19.9,40,6.1,1002.6,0.0,0.0,193.0,7.0,168.0,0.2,15.4,0.325,2015
204018,2015-04-10 18:00:00,18.3,49,7.3,1002.0,0.0,0.0,65.0,5.5,169.0,0.09,14.7,0.325,2015
204019,2015-04-10 19:00:00,16.2,54,6.8,1002.2,0.0,0.0,3.0,7.2,198.0,0.05,14.5,0.325,2015
204020,2015-04-10 20:00:00,14.8,57,6.3,1002.6,0.0,0.0,0.0,8.4,230.0,0.04,13.6,0.325,2015
204021,2015-04-10 21:00:00,12.9,62,5.9,1002.9,0.0,0.0,0.0,8.7,240.0,0.03,12.1,0.325,2015
204022,2015-04-10 22:00:00,11.7,67,5.7,1002.8,0.0,0.0,0.0,8.1,238.0,0.02,11.5,0.325,2015
204023,2015-04-10 23:00:00,9.2,74,4.8,1002.3,0.0,0.0,0.0,7.4,227.0,0.01,9.7,0.325,2015
208152,2015-09-30 00:00:00,12.5,73,7.7,1008.2,0.0,0.0,0.0,8.9,27.0,0.02,12.7,0.323,2015
208153,2015-09-30 01:00:00,12.4,74,7.8,1008.1,0.0,0.0,0.0,10.2,32.0,0.02,12.7,0.322,2015
208154,2015-09-30 02:00:00,12.5,73,7.7,1008.0,0.0,0.0,0.0,12.6,37.0,0.03,12.7,0.322,2015
208155,2015-09-30 03:00:00,12.1,72,7.2,1008.0,0.0,0.0,0.0,13.6,40.0,0.03,12.4,0.322,2015
208156,2015-09-30 04:00:00,11.5,72,6.7,1007.6,0.0,0.0,0.0,13.3,41.0,0.03,12.0,0.322,2015
208157,2015-09-30 05:00:00,11.4,73,6.6,1007.6,0.0,0.0,0.0,12.9,36.0,0.03,11.9,0.322,2015
208158,2015-09-30 06:00:00,11.0,74,6.5,1007.8,0.0,0.0,0.0,12.8,32.0,0.02,11.7,0.322,2015
208159,2015-09-30 07:00:00,11.0,74,6.6,1008.2,0.0,0.0,19.0,12.6,31.0,0.04,11.4,0.321,2015
208160,2015-09-30 08:00:00,11.7,72,6.8,1008.4,0.0,0.0,43.0,14.4,32.0,0.08,11.9,0.321,2015
208161,2015-09-30 09:00:00,12.4,69,6.9,1008.8,0.0,0.0,74.0,17.1,42.0,0.12,12.6,0.32,2015
208162,2015-09-30 10:00:00,13.2,65,6.8,1008.9,0.0,0.0,111.0,17.7,51.0,0.17,13.5,0.32,2015
208163,2015-09-30 11:00:00,13.4,63,6.5,1008.9,0.0,0.0,117.0,14.8,56.0,0.16,13.8,0.32,2015
208164,2015-09-30 12:00:00,13.8,61,6.5,1008.6,0.1,0.1,195.0,14.7,62.0,0.2,14.1,0.321,2015
208165,2015-09-30 13:00:00,13.9,62,6.8,1008.3,0.0,0.0,102.0,15.1,65.0,0.17,14.4,0.32,2015
208166,2015-09-30 14:00:00,14.1,60,6.5,1008.0,0.0,0.0,110.0,14.7,59.0,0.17,14.5,0.32,2015
208167,2015-09-30 15:00:00,14.3,58,6.1,1008.1,0.0,0.0,58.0,13.2,47.0,0.15,14.6,0.319,2015
208168,2015-09-30 16:00:00,14.2,59,6.2,1008.2,0.0,0.0,4.0,12.2,43.0,0.11,14.4,0.319,2015
208169,2015-09-30 17:00:00,13.3,61,5.9,1008.2,0.0,0.0,7.0,12.0,41.0,0.08,13.8,0.318,2015
208170,2015-09-30 18:00:00,12.8,63,6.0,1008.2,0.0,0.0,1.0,12.0,44.0,0.06,13.1,0.318,2015
208171,2015-09-30 19:00:00,12.8,63,5.9,1008.4,0.0,0.0,0.0,13.2,47.0,0.04,12.7,0.318,2015
208172,2015-09-30 20:00:00,12.6,63,5.8,1008.5,0.0,0.0,0.0,14.8,47.0,0.05,12.5,0.318,2015
208173,2015-09-30 21:00:00,12.5,63,5.6,1008.7,0.0,0.0,0.0,15.3,49.0,0.05,12.5,0.317,2015
208174,2015-09-30 22:00:00,12.5,63,5.6,1009.1,0.0,0.0,0.0,15.0,48.0,0.05,12.5,0.317,2015
208175,2015-09-30 23:00:00,12.3,61,4.9,1008.8,0.0,0.0,0.0,14.3,49.0,0.05,12.5,0.318,2015
212784,2016-04-10 00:00:00,10.2,84,7.6,986.3,0.0,0.0,0.0,6.9,84.0,0.0,11.1,0.313,2016
212785,2016-04-10 01:00:00,10.0,84,7.5,986.3,0.0,0.0,0.0,6.5,84.0,0.0,11.0,0.314,2016
212786,2016-04-10 02:00:00,9.9,84,7.3,986.3,0.0,0.0,0.0,6.2,83.0,0.0,11.0,0.314,2016
212787,2016-04-10 03:00:00,9.8,84,7.2,986.5,0.0,0.0,0.0,5.1,94.0,0.0,10.8,0.314,2016
212788,2016-04-10 04:00:00,9.8,84,7.1,986.7,0.0,0.0,0.0,3.9,112.0,0.0,10.8,0.314,2016
212789,2016-04-10 05:00:00,9.8,84,7.2,987.5,0.0,0.0,0.0,3.4,122.0,0.0,10.8,0.314,2016
212790,2016-04-10 06:00:00,9.6,83,6.9,987.9,0.0,0.0,0.0,3.7,119.0,0.02,10.5,0.313,2016
212791,2016-04-10 07:00:00,9.6,83,6.9,988.5,0.0,0.0,4.0,3.9,112.0,0.03,10.4,0.313,2016
212792,2016-04-10 08:00:00,10.0,81,6.9,989.1,0.0,0.0,12.0,2.9,97.0,0.05,10.5,0.313,2016
212793,2016-04-10 09:00:00,10.8,80,7.5,989.7,0.0,0.0,73.0,1.4,90.0,0.09,11.2,0.312,2016
212794,2016-04-10 10:00:00,11.9,75,7.7,989.9,0.0,0.0,193.0,1.5,284.0,0.17,12.0,0.311,2016
212795,2016-04-10 11:00:00,12.9,70,7.6,990.4,0.0,0.0,268.0,5.5,259.0,0.24,13.0,0.311,2016
212796,2016-04-10 12:00:00,13.5,67,7.6,990.5,0.0,0.0,50.0,4.3,270.0,0.18,13.2,0.311,2016
212797,2016-04-10 13:00:00,14.3,65,7.7,990.4,0.0,0.0,18.0,3.4,288.0,0.17,13.5,0.31,2016
212798,2016-04-10 14:00:00,15.2,61,7.7,989.8,0.0,0.0,45.0,3.1,315.0,0.17,13.8,0.31,2016
212799,2016-04-10 15:00:00,15.8,58,7.5,989.8,0.0,0.0,60.0,2.6,236.0,0.17,14.1,0.309,2016
212800,2016-04-10 16:00:00,16.0,56,7.4,989.8,0.0,0.0,61.0,5.3,208.0,0.14,14.1,0.309,2016
212801,2016-04-10 17:00:00,15.2,61,7.6,989.7,0.0,0.0,50.0,7.1,204.0,0.11,13.9,0.308,2016
212802,2016-04-10 18:00:00,14.1,70,8.6,990.0,0.0,0.0,45.0,4.4,189.0,0.06,13.5,0.308,2016
212803,2016-04-10 19:00:00,13.1,70,7.8,990.3,0.0,0.0,3.0,4.4,171.0,0.02,12.7,0.308,2016
212804,2016-04-10 20:00:00,11.8,76,7.7,990.9,0.0,0.0,0.0,4.4,99.0,0.0,11.9,0.307,2016
212805,2016-04-10 21:00:00,10.7,79,7.3,991.4,0.0,0.0,0.0,5.9,76.0,0.0,11.3,0.307,2016
212806,2016-04-10 22:00:00,10.9,78,7.3,992.0,0.0,0.0,0.0,7.8,68.0,0.01,11.1,0.307,2016
212807,2016-04-10 23:00:00,10.1,79,6.6,992.0,0.0,0.0,0.0,6.8,65.0,0.0,10.3,0.307,2016
216936,2016-09-30 00:00:00,12.1,90,10.6,999.8,0.0,0.0,0.0,7.8,236.0,0.0,12.8,0.241,2016
216937,2016-09-30 01:00:00,11.9,91,10.6,999.5,0.0,0.0,0.0,7.9,240.0,0.0,12.6,0.241,2016
216938,2016-09-30 02:00:00,11.6,93,10.4,999.2,0.0,0.0,0.0,8.0,243.0,0.0,12.3,0.241,2016
216939,2016-09-30 03:00:00,10.9,94,9.9,999.1,0.0,0.0,0.0,8.5,242.0,0.0,11.6,0.241,2016
216940,2016-09-30 04:00:00,10.9,94,9.9,998.9,0.0,0.0,0.0,8.9,238.0,0.0,11.6,0.241,2016
216941,2016-09-30 05:00:00,10.4,94,9.5,998.9,0.0,0.0,0.0,9.0,233.0,0.0,11.3,0.241,2016
216942,2016-09-30 06:00:00,10.3,94,9.4,999.0,0.0,0.0,0.0,8.9,227.0,0.0,11.2,0.241,2016
216943,2016-09-30 07:00:00,10.7,93,9.6,999.3,0.0,0.0,20.0,9.4,223.0,0.02,11.3,0.241,2016
216944,2016-09-30 08:00:00,13.1,85,10.7,999.7,0.0,0.0,121.0,8.9,223.0,0.09,12.9,0.241,2016
216945,2016-09-30 09:00:00,16.5,72,11.5,999.9,0.0,0.0,259.0,8.9,227.0,0.19,15.0,0.241,2016
216946,2016-09-30 10:00:00,19.7,61,12.0,1000.2,0.0,0.0,379.0,10.0,229.0,0.29,17.1,0.24,2016
216947,2016-09-30 11:00:00,22.4,53,12.4,999.7,0.0,0.0,473.0,10.2,228.0,0.38,19.2,0.239,2016
216948,2016-09-30 12:00:00,24.0,48,12.5,999.4,0.0,0.0,498.0,11.6,234.0,0.43,20.6,0.238,2016
216949,2016-09-30 13:00:00,25.2,44,12.2,998.7,0.0,0.0,502.0,12.5,237.0,0.44,21.5,0.236,2016
216950,2016-09-30 14:00:00,25.7,43,12.0,998.0,0.0,0.0,411.0,13.0,242.0,0.41,22.0,0.235,2016
216951,2016-09-30 15:00:00,25.7,41,11.6,997.4,0.0,0.0,270.0,13.7,243.0,0.34,22.1,0.234,2016
216952,2016-09-30 16:00:00,25.2,40,10.6,996.9,0.0,0.0,201.0,12.4,244.0,0.26,21.9,0.234,2016
216953,2016-09-30 17:00:00,22.6,49,11.3,996.7,0.0,0.0,70.0,10.3,234.0,0.13,21.1,0.233,2016
216954,2016-09-30 18:00:00,20.4,57,11.7,996.8,0.0,0.0,5.0,11.4,235.0,0.08,19.8,0.233,2016
216955,2016-09-30 19:00:00,19.1,64,12.1,997.1,0.0,0.0,0.0,11.8,239.0,0.05,18.7,0.233,2016
216956,2016-09-30 20:00:00,17.8,71,12.5,997.3,0.0,0.0,0.0,10.9,236.0,0.03,17.6,0.233,2016
216957,2016-09-30 21:00:00,16.9,76,12.7,997.4,0.0,0.0,0.0,10.5,229.0,0.02,17.0,0.233,2016
216958,2016-09-30 22:00:00,16.3,79,12.7,997.5,0.0,0.0,0.0,9.9,226.0,0.01,16.5,0.233,2016
216959,2016-09-30 23:00:00,14.9,83,12.1,996.9,0.0,0.0,0.0,9.9,226.0,0.01,15.1,0.234,2016
221544,2017-04-10 00:00:00,9.0,82,6.0,1003.4,0.0,0.0,0.0,4.8,77.0,0.0,8.7,0.312,2017
221545,2017-04-10 01:00:00,8.3,84,5.7,1003.0,0.0,0.0,0.0,4.1,52.0,0.0,8.1,0.312,2017
221546,2017-04-10 02:00:00,8.3,84,5.8,1002.7,0.0,0.0,0.0,4.7,32.0,0.0,7.7,0.312,2017
221547,2017-04-10 03:00:00,8.4,82,5.5,1002.0,0.0,0.0,0.0,3.6,37.0,0.0,6.9,0.312,2017
221548,2017-04-10 04:00:00,9.5,80,6.2,1001.8,0.0,0.0,0.0,1.9,112.0,0.0,7.3,0.312,2017
221549,2017-04-10 05:00:00,9.3,81,6.2,1001.7,0.0,0.0,0.0,1.9,202.0,0.0,7.1,0.312,2017
221550,2017-04-10 06:00:00,8.9,83,6.1,1001.7,0.0,0.0,6.0,3.2,243.0,0.01,6.8,0.312,2017
221551,2017-04-10 07:00:00,9.1,87,7.1,1001.7,0.0,0.0,81.0,2.3,252.0,0.05,7.3,0.311,2017
221552,2017-04-10 08:00:00,11.8,77,7.8,1001.5,0.0,0.0,223.0,1.6,207.0,0.14,9.2,0.311,2017
221553,2017-04-10 09:00:00,15.1,66,8.9,1001.6,0.0,0.0,383.0,2.9,187.0,0.25,12.2,0.31,2017
221554,2017-04-10 10:00:00,17.7,57,9.2,1001.3,0.0,0.0,526.0,4.4,189.0,0.36,14.8,0.309,2017
221555,2017-04-10 11:00:00,20.0,51,9.5,1000.7,0.0,0.0,630.0,5.1,188.0,0.45,16.5,0.304,2017
221556,2017-04-10 12:00:00,21.7,46,9.6,999.9,0.0,0.0,680.0,7.4,194.0,0.5,17.7,0.302,2017
221557,2017-04-10 13:00:00,22.9,42,9.2,998.9,0.0,0.0,675.0,9.0,196.0,0.52,18.6,0.301,2017
221558,2017-04-10 14:00:00,24.1,38,8.9,998.0,0.0,0.0,614.0,9.5,205.0,0.5,19.3,0.299,2017
221559,2017-04-10 15:00:00,24.4,36,8.6,997.3,0.0,0.0,466.0,8.8,215.0,0.41,19.4,0.298,2017
221560,2017-04-10 16:00:00,24.7,35,8.0,996.6,0.0,0.0,360.0,8.1,212.0,0.34,19.4,0.297,2017
221561,2017-04-10 17:00:00,23.1,39,8.3,996.0,0.0,0.0,187.0,6.4,196.0,0.2,18.8,0.296,2017
221562,2017-04-10 18:00:00,21.0,50,10.2,995.7,0.0,0.0,64.0,6.0,205.0,0.09,18.0,0.296,2017
221563,2017-04-10 19:00:00,19.0,54,9.5,995.5,0.0,0.0,3.0,8.4,230.0,0.07,17.7,0.296,2017
221564,2017-04-10 20:00:00,17.8,54,8.4,996.1,0.0,0.0,0.0,9.9,251.0,0.05,16.7,0.296,2017
221565,2017-04-10 21:00:00,17.0,53,7.4,996.1,0.0,0.0,0.0,9.5,261.0,0.05,15.8,0.296,2017
221566,2017-04-10 22:00:00,16.2,55,7.1,996.1,0.0,0.0,0.0,8.5,258.0,0.04,15.6,0.296,2017
221567,2017-04-10 23:00:00,13.1,65,6.7,995.5,0.0,0.0,0.0,6.1,267.0,0.01,13.4,0.296,2017
225696,2017-09-30 00:00:00,9.6,79,6.2,1004.4,0.0,0.0,0.0,7.3,70.0,0.0,10.6,0.34,2017
225697,2017-09-30 01:00:00,8.4,84,5.8,1003.9,0.0,0.0,0.0,7.2,72.0,0.0,9.7,0.34,2017
225698,2017-09-30 02:00:00,7.7,87,5.7,1003.6,0.0,0.0,0.0,6.6,68.0,0.0,9.3,0.34,2017
225699,2017-09-30 03:00:00,6.6,90,5.2,1003.4,0.0,0.0,0.0,5.6,45.0,0.0,8.5,0.34,2017
225700,2017-09-30 04:00:00,6.0,93,4.9,1003.1,0.0,0.0,0.0,5.7,35.0,0.0,8.0,0.34,2017
225701,2017-09-30 05:00:00,5.7,94,4.8,1002.9,0.0,0.0,0.0,5.7,35.0,0.0,7.7,0.34,2017
225702,2017-09-30 06:00:00,5.5,95,4.7,1002.8,0.0,0.0,0.0,5.5,32.0,0.0,7.4,0.34,2017
225703,2017-09-30 07:00:00,7.0,91,5.7,1003.2,0.0,0.0,31.0,6.9,28.0,0.01,7.1,0.34,2017
225704,2017-09-30 08:00:00,9.3,86,7.1,1003.4,0.0,0.0,125.0,5.6,45.0,0.08,8.6,0.34,2017
225705,2017-09-30 09:00:00,12.4,76,8.2,1003.7,0.0,0.0,250.0,6.5,71.0,0.16,11.5,0.34,2017
225706,2017-09-30 10:00:00,14.6,64,7.9,1003.6,0.0,0.0,353.0,9.0,88.0,0.24,13.7,0.339,2017
225707,2017-09-30 11:00:00,16.6,53,7.1,1003.2,0.0,0.0,497.0,11.3,97.0,0.33,15.2,0.336,2017
225708,2017-09-30 12:00:00,17.5,47,6.0,1002.9,0.0,0.0,385.0,12.3,97.0,0.33,16.1,0.334,2017
225709,2017-09-30 13:00:00,17.9,45,5.8,1001.7,0.0,0.0,375.0,11.6,97.0,0.34,16.4,0.333,2017
225710,2017-09-30 14:00:00,18.1,44,5.7,1001.4,0.0,0.0,353.0,11.3,97.0,0.32,16.7,0.332,2017
225711,2017-09-30 15:00:00,18.3,44,5.8,1000.9,0.0,0.0,283.0,11.2,96.0,0.27,16.7,0.331,2017
225712,2017-09-30 16:00:00,17.8,45,5.6,1000.7,0.0,0.0,143.0,9.8,98.0,0.18,16.4,0.33,2017
225713,2017-09-30 17:00:00,15.0,59,7.0,1000.7,0.0,0.0,67.0,6.1,87.0,0.08,15.3,0.33,2017
225714,2017-09-30 18:00:00,13.4,65,6.8,1000.6,0.0,0.0,3.0,7.9,74.0,0.04,14.4,0.33,2017
225715,2017-09-30 19:00:00,12.8,67,6.9,1000.9,0.0,0.0,0.0,8.2,67.0,0.02,13.2,0.33,2017
225716,2017-09-30 20:00:00,12.1,71,6.9,1000.9,0.0,0.0,0.0,8.2,61.0,0.02,12.5,0.33,2017
225717,2017-09-30 21:00:00,11.2,74,6.7,1001.2,0.0,0.0,0.0,7.7,53.0,0.01,11.7,0.33,2017
225718,2017-09-30 22:00:00,10.5,77,6.6,1001.3,0.0,0.0,0.0,7.1,45.0,0.01,11.3,0.33,2017
225719,2017-09-30 23:00:00,7.6,86,5.4,1001.3,0.0,0.0,0.0,7.6,59.0,0.0,9.1,0.33,2017
230304,2018-04-10 00:00:00,11.7,81,8.5,988.9,0.0,0.0,0.0,7.0,159.0,0.0,12.4,0.35,2018
230305,2018-04-10 01:00:00,11.6,83,8.8,989.1,0.0,0.0,0.0,8.5,152.0,0.0,12.1,0.35,2018
230306,2018-04-10 02:00:00,11.8,83,9.0,989.1,0.2,0.2,0.0,6.6,151.0,0.0,12.0,0.352,2018
230307,2018-04-10 03:00:00,11.4,85,9.0,989.1,0.2,0.2,0.0,6.0,147.0,0.0,11.8,0.354,2018
230308,2018-04-10 04:00:00,11.9,85,9.5,989.4,0.2,0.2,0.0,7.0,145.0,0.0,12.2,0.357,2018
230309,2018-04-10 05:00:00,11.7,87,9.6,988.7,0.3,0.3,0.0,6.5,146.0,0.0,12.1,0.362,2018
230310,2018-04-10 06:00:00,11.5,88,9.6,988.8,0.2,0.2,0.0,6.3,149.0,0.02,11.9,0.364,2018
230311,2018-04-10 07:00:00,11.8,87,9.7,989.3,0.0,0.0,8.0,6.6,158.0,0.03,11.7,0.364,2018
230312,2018-04-10 08:00:00,13.0,83,10.2,989.5,0.1,0.1,34.0,6.9,174.0,0.08,12.0,0.364,2018
230313,2018-04-10 09:00:00,15.1,75,10.8,989.6,0.0,0.0,90.0,8.0,188.0,0.14,13.2,0.364,2018
230314,2018-04-10 10:00:00,16.1,71,10.8,989.9,0.0,0.0,136.0,12.6,217.0,0.19,14.2,0.363,2018
230315,2018-04-10 11:00:00,16.7,66,10.3,990.2,0.0,0.0,231.0,12.7,223.0,0.25,14.6,0.363,2018
230316,2018-04-10 12:00:00,17.5,60,9.6,990.2,0.0,0.0,353.0,14.5,224.0,0.33,15.1,0.362,2018
230317,2018-04-10 13:00:00,18.2,56,9.2,990.0,0.0,0.0,415.0,17.8,227.0,0.35,15.7,0.361,2018
230318,2018-04-10 14:00:00,18.8,51,8.4,989.8,0.0,0.0,303.0,19.4,228.0,0.32,16.0,0.359,2018
230319,2018-04-10 15:00:00,19.1,48,7.7,989.6,0.0,0.0,211.0,18.4,228.0,0.29,16.0,0.358,2018
230320,2018-04-10 16:00:00,18.9,47,7.4,989.6,0.0,0.0,205.0,16.1,222.0,0.26,16.0,0.357,2018
230321,2018-04-10 17:00:00,17.8,48,6.7,989.2,0.0,0.0,124.0,13.9,211.0,0.19,15.7,0.356,2018
230322,2018-04-10 18:00:00,16.9,48,6.0,989.6,0.0,0.0,44.0,13.8,213.0,0.13,15.2,0.355,2018
230323,2018-04-10 19:00:00,15.9,50,5.5,990.0,0.0,0.0,3.0,12.1,217.0,0.09,15.0,0.355,2018
230324,2018-04-10 20:00:00,14.6,54,5.5,990.3,0.0,0.0,0.0,9.8,216.0,0.05,14.4,0.355,2018
230325,2018-04-10 21:00:00,13.8,58,5.8,990.3,0.0,0.0,0.0,8.7,218.0,0.03,13.7,0.355,2018
230326,2018-04-10 22:00:00,12.9,63,6.0,990.3,0.0,0.0,0.0,8.4,220.0,0.03,13.2,0.355,2018
230327,2018-04-10 23:00:00,10.5,71,5.6,989.8,0.0,0.0,0.0,8.9,207.0,0.02,11.4,0.354,2018
234456,2018-09-30 00:00:00,6.4,75,2.2,1004.1,0.0,0.0,0.0,8.8,19.0,0.01,8.2,0.279,2018
234457,2018-09-30 01:00:00,5.6,77,1.9,1004.1,0.0,0.0,0.0,8.1,21.0,0.01,7.3,0.279,2018
234458,2018-09-30 02:00:00,5.2,77,1.5,1003.7,0.0,0.0,0.0,7.0,21.0,0.0,6.9,0.279,2018
234459,2018-09-30 03:00:00,4.4,81,1.5,1003.4,0.0,0.0,0.0,7.0,21.0,0.0,6.3,0.279,2018
234460,2018-09-30 04:00:00,3.9,84,1.5,1003.3,0.0,0.0,0.0,6.2,21.0,0.0,5.9,0.279,2018
234461,2018-09-30 05:00:00,3.8,85,1.5,1003.3,0.0,0.0,0.0,5.2,16.0,0.0,5.8,0.279,2018
234462,2018-09-30 06:00:00,3.6,87,1.7,1003.0,0.0,0.0,0.0,4.3,355.0,0.0,5.6,0.279,2018
234463,2018-09-30 07:00:00,5.0,83,2.4,1003.4,0.0,0.0,26.0,5.1,356.0,0.02,5.3,0.279,2018
234464,2018-09-30 08:00:00,8.0,77,4.1,1003.4,0.0,0.0,129.0,3.3,13.0,0.08,7.4,0.279,2018
234465,2018-09-30 09:00:00,11.2,66,5.1,1003.5,0.0,0.0,249.0,3.2,63.0,0.16,10.5,0.279,2018
234466,2018-09-30 10:00:00,13.6,58,5.4,1002.9,0.0,0.0,391.0,3.6,84.0,0.25,13.0,0.278,2018
234467,2018-09-30 11:00:00,15.3,52,5.5,1002.7,0.0,0.0,493.0,4.7,81.0,0.32,14.7,0.277,2018
234468,2018-09-30 12:00:00,16.5,46,4.8,1001.8,0.0,0.0,524.0,6.5,93.0,0.36,15.8,0.275,2018
234469,2018-09-30 13:00:00,17.4,42,4.5,1000.6,0.0,0.0,511.0,8.3,90.0,0.37,16.4,0.274,2018
234470,2018-09-30 14:00:00,17.8,40,3.9,999.8,0.0,0.0,450.0,8.6,88.0,0.34,16.6,0.273,2018
234471,2018-09-30 15:00:00,18.0,38,3.6,998.9,0.0,0.0,363.0,8.6,90.0,0.28,16.6,0.272,2018
234472,2018-09-30 16:00:00,17.8,38,3.5,998.3,0.0,0.0,226.0,9.1,97.0,0.2,16.3,0.272,2018
234473,2018-09-30 17:00:00,14.5,54,5.3,997.9,0.0,0.0,86.0,6.2,97.0,0.08,15.1,0.271,2018
234474,2018-09-30 18:00:00,11.8,63,5.0,997.6,0.0,0.0,6.0,6.5,90.0,0.03,13.6,0.271,2018
234475,2018-09-30 19:00:00,10.2,69,4.8,997.5,0.0,0.0,0.0,6.6,77.0,0.01,11.7,0.271,2018
234476,2018-09-30 20:00:00,8.9,75,4.6,997.1,0.0,0.0,0.0,6.8,65.0,0.01,10.3,0.271,2018
234477,2018-09-30 21:00:00,7.5,80,4.3,996.6,0.0,0.0,0.0,6.9,62.0,0.0,8.9,0.271,2018
234478,2018-09-30 22:00:00,6.8,84,4.2,996.0,0.0,0.0,0.0,6.9,62.0,0.0,8.1,0.272,2018
234479,2018-09-30 23:00:00,6.1,82,3.3,995.8,0.0,0.0,0.0,6.0,73.0,0.0,6.2,0.272,2018
239064,2019-04-10 00:00:00,10.9,89,9.3,985.6,0.0,0.0,0.0,4.5,331.0,0.0,11.7,0.394,2019
239065,2019-04-10 01:00:00,10.6,91,9.2,985.8,0.0,0.0,0.0,5.0,330.0,0.0,11.7,0.393,2019
239066,2019-04-10 02:00:00,9.9,92,8.7,985.4,0.0,0.0,0.0,5.2,348.0,0.0,11.4,0.392,2019
239067,2019-04-10 03:00:00,9.4,94,8.5,985.4,0.0,0.0,0.0,5.1,352.0,0.0,10.8,0.392,2019
239068,2019-04-10 04:00:00,9.8,94,8.9,985.3,0.0,0.0,0.0,5.4,360.0,0.0,10.9,0.391,2019
239069,2019-04-10 05:00:00,10.1,93,9.1,985.4,0.0,0.0,0.0,6.1,3.0,0.0,10.7,0.39,2019
239070,2019-04-10 06:00:00,10.6,92,9.5,985.9,0.0,0.0,0.0,5.8,4.0,0.01,10.5,0.39,2019
239071,2019-04-10 07:00:00,11.5,89,9.7,986.4,0.0,0.0,16.0,6.8,3.0,0.04,10.3,0.389,2019
239072,2019-04-10 08:00:00,12.6,82,9.7,986.5,0.0,0.0,86.0,7.4,14.0,0.11,10.6,0.388,2019
239073,2019-04-10 09:00:00,13.8,78,10.0,986.9,0.1,0.1,95.0,8.2,23.0,0.15,11.8,0.389,2019
239074,2019-04-10 10:00:00,14.2,76,10.1,986.9,0.2,0.2,117.0,8.4,31.0,0.19,12.6,0.392,2019
239075,2019-04-10 11:00:00,14.7,75,10.4,986.9,0.4,0.4,140.0,8.1,21.0,0.23,13.3,0.392,2019
