,time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),precipitation (mm),rain (mm),direct_radiation (W/m²),windspeed_10m (km/h),winddirection_10m (°),et0_fao_evapotranspiration (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),year
76696,2000-09-30 16:00:00,20.7,72,15.4,990.6,0.3,0.3,77.0,6.0,147.0,0.12,20.5,0.246,2000
76697,2000-09-30 17:00:00,20.1,81,16.8,990.5,0.1,0.1,1.0,3.7,101.0,0.04,19.8,0.246,2000
76698,2000-09-30 18:00:00,18.8,86,16.4,990.1,0.0,0.0,0.0,6.9,96.0,0.02,19.2,0.245,2000
76699,2000-09-30 19:00:00,18.1,90,16.4,990.1,0.6,0.6,0.0,8.0,108.0,0.0,18.2,0.246,2000
76700,2000-09-30 20:00:00,18.6,86,16.2,990.0,0.1,0.1,0.0,8.7,120.0,0.0,18.3,0.248,2000
76701,2000-09-30 21:00:00,18.6,85,16.1,990.1,0.0,0.0,0.0,9.3,126.0,0.0,18.2,0.248,2000
76702,2000-09-30 22:00:00,17.9,88,15.9,990.0,0.0,0.0,0.0,9.5,127.0,0.0,18.0,0.248,2000
76703,2000-09-30 23:00:00,17.5,84,14.8,990.4,0.2,0.2,0.0,8.4,133.0,0.0,17.2,0.248,2000
81288,2001-04-10 00:00:00,4.5,87,2.4,995.2,0.0,0.0,0.0,6.4,317.0,0.0,5.6,0.393,2001
81289,2001-04-10 01:00:00,3.9,89,2.2,995.3,0.0,0.0,0.0,5.4,312.0,0.0,4.8,0.392,2001
81290,2001-04-10 02:00:00,3.4,91,2.0,995.0,0.0,0.0,0.0,5.7,305.0,0.0,4.8,0.392,2001
81291,2001-04-10 03:00:00,2.6,93,1.7,994.4,0.0,0.0,0.0,5.2,304.0,0.0,4.1,0.392,2001
81292,2001-04-10 04:00:00,2.4,94,1.5,994.0,0.0,0.0,0.0,5.2,295.0,0.0,3.8,0.392,2001
81293,2001-04-10 05:00:00,3.0,96,2.4,994.1,0.0,0.0,0.0,5.5,293.0,0.0,4.7,0.391,2001
81294,2001-04-10 06:00:00,3.6,95,2.8,993.9,0.0,0.0,2.0,4.4,305.0,0.01,4.6,0.391,2001
81295,2001-04-10 07:00:00,5.6,88,3.7,993.9,0.0,0.0,29.0,5.8,300.0,0.04,5.0,0.391,2001
81296,2001-04-10 08:00:00,7.5,78,3.9,993.9,0.0,0.0,160.0,4.1,308.0,0.11,5.5,0.39,2001
81297,2001-04-10 09:00:00,9.8,63,3.1,994.0,0.0,0.0,346.0,6.8,357.0,0.21,7.8,0.389,2001
81298,2001-04-10 10:00:00,10.4,62,3.4,993.8,0.0,0.0,458.0,9.2,11.0,0.27,8.9,0.388,2001
81299,2001-04-10 11:00:00,13.8,48,3.1,993.6,0.0,0.0,595.0,7.9,24.0,0.38,12.4,0.387,2001
81300,2001-04-10 12:00:00,14.3,46,2.8,992.7,0.0,0.0,596.0,7.8,34.0,0.4,13.1,0.385,2001
81301,2001-04-10 13:00:00,15.0,44,2.9,992.0,0.0,0.0,524.0,7.4,43.0,0.4,13.8,0.384,2001
81302,2001-04-10 14:00:00,15.2,42,2.4,991.7,0.0,0.0,565.0,8.1,45.0,0.39,14.4,0.382,2001
81303,2001-04-10 15:00:00,15.4,41,2.1,991.1,0.0,0.0,423.0,8.4,40.0,0.32,14.5,0.381,2001
81304,2001-04-10 16:00:00,15.5,40,1.9,990.6,0.0,0.0,337.0,8.4,59.0,0.27,14.3,0.38,2001
81305,2001-04-10 17:00:00,14.7,44,2.7,990.0,0.0,0.0,198.0,9.4,90.0,0.18,13.7,0.379,2001
81306,2001-04-10 18:00:00,13.3,50,3.1,989.8,0.0,0.0,76.0,8.0,117.0,0.09,12.7,0.379,2001
81307,2001-04-10 19:00:00,10.6,62,3.7,989.8,0.0,0.0,4.0,7.1,120.0,0.04,11.4,0.379,2001
81308,2001-04-10 20:00:00,10.3,64,3.7,990.1,0.0,0.0,0.0,7.2,117.0,0.02,11.1,0.379,2001
81309,2001-04-10 21:00:00,9.6,70,4.5,990.3,0.0,0.0,0.0,7.4,104.0,0.01,10.2,0.379,2001
81310,2001-04-10 22:00:00,9.2,76,5.2,990.1,0.0,0.0,0.0,6.2,80.0,0.0,9.6,0.379,2001
81311,2001-04-10 23:00:00,7.9,83,5.2,990.0,0.0,0.0,0.0,5.7,55.0,0.0,8.6,0.379,2001
85440,2001-09-30 00:00:00,11.8,90,10.1,995.4,0.0,0.0,0.0,8.1,225.0,0.0,12.2,0.319,2001
85441,2001-09-30 01:00:00,12.2,90,10.6,995.2,0.0,0.0,0.0,8.4,227.0,0.0,12.5,0.319,2001
85442,2001-09-30 02:00:00,12.3,89,10.6,995.1,0.0,0.0,0.0,8.4,230.0,0.0,12.5,0.319,2001
85443,2001-09-30 03:00:00,12.6,89,10.8,995.0,0.0,0.0,0.0,8.5,234.0,0.0,12.7,0.319,2001
85444,2001-09-30 04:00:00,13.0,89,11.2,995.1,0.0,0.0,0.0,7.5,235.0,0.0,12.9,0.319,2001
85445,2001-09-30 05:00:00,13.2,88,11.2,995.2,0.0,0.0,0.0,8.0,234.0,0.0,13.1,0.319,2001
85446,2001-09-30 06:00:00,13.0,88,11.1,995.3,0.0,0.0,0.0,7.6,239.0,0.0,12.9,0.321,2001
85447,2001-09-30 07:00:00,13.8,85,11.4,995.6,0.0,0.0,1.0,8.3,236.0,0.03,13.4,0.321,2001
85448,2001-09-30 08:00:00,14.3,84,11.6,996.0,0.0,0.0,21.0,8.2,232.0,0.06,13.3,0.321,2001
85449,2001-09-30 09:00:00,15.7,79,12.1,996.4,0.2,0.2,78.0,7.6,225.0,0.12,13.6,0.32,2001
85450,2001-09-30 10:00:00,17.2,73,12.4,996.4,0.0,0.0,120.0,8.2,229.0,0.18,14.6,0.32,2001
85451,2001-09-30 11:00:00,19.6,62,12.2,996.5,0.0,0.0,152.0,9.4,227.0,0.25,17.0,0.321,2001
85452,2001-09-30 12:00:00,19.9,61,12.1,996.4,0.0,0.0,235.0,8.3,236.0,0.28,17.7,0.32,2001
85453,2001-09-30 13:00:00,20.1,60,12.1,995.9,0.0,0.0,131.0,8.2,232.0,0.23,18.5,0.319,2001
85454,2001-09-30 14:00:00,20.6,58,12.1,995.6,0.0,0.0,241.0,6.2,216.0,0.26,19.1,0.318,2001
85455,2001-09-30 15:00:00,20.2,61,12.5,995.4,0.0,0.0,147.0,5.6,207.0,0.18,19.1,0.318,2001
85456,2001-09-30 16:00:00,19.7,65,12.9,995.5,0.0,0.0,104.0,5.4,180.0,0.14,18.9,0.318,2001
85457,2001-09-30 17:00:00,19.0,72,13.9,995.6,0.4,0.4,21.0,4.7,176.0,0.06,18.4,0.321,2001
85458,2001-09-30 18:00:00,17.0,83,14.1,995.6,0.0,0.0,1.0,6.1,177.0,0.02,17.5,0.322,2001
85459,2001-09-30 19:00:00,16.2,88,14.1,996.1,0.0,0.0,0.0,6.2,173.0,0.0,16.7,0.322,2001
85460,2001-09-30 20:00:00,15.9,89,14.1,996.1,0.1,0.1,0.0,5.8,176.0,0.0,16.4,0.322,2001
85461,2001-09-30 21:00:00,16.1,89,14.3,996.7,0.4,0.4,0.0,5.6,195.0,0.0,16.0,0.323,2001
85462,2001-09-30 22:00:00,16.2,89,14.4,996.9,0.5,0.5,0.0,4.9,197.0,0.0,15.8,0.323,2001
85463,2001-09-30 23:00:00,15.3,93,14.2,997.0,0.7,0.7,0.0,4.1,195.0,0.0,15.7,0.343,2001
90048,2002-04-10 00:00:00,5.7,85,3.3,992.7,1.0,1.0,0.0,14.3,41.0,0.01,6.4,0.417,2002
90049,2002-04-10 01:00:00,4.9,88,3.1,991.9,1.0,1.0,0.0,15.5,36.0,0.0,6.1,0.419,2002
90050,2002-04-10 02:00:00,4.5,91,3.2,991.2,1.1,1.1,0.0,15.6,34.0,0.0,6.0,0.421,2002
90051,2002-04-10 03:00:00,4.1,95,3.3,990.5,0.9,0.9,0.0,13.7,35.0,0.0,5.7,0.422,2002
90052,2002-04-10 04:00:00,3.6,96,3.0,990.4,0.8,0.8,0.0,12.8,32.0,0.0,5.5,0.419,2002
90053,2002-04-10 05:00:00,3.5,98,3.2,990.4,0.6,0.6,0.0,11.8,27.0,0.0,5.5,0.417,2002
90054,2002-04-10 06:00:00,3.6,97,3.2,990.7,0.4,0.4,0.0,12.6,27.0,0.01,5.5,0.414,2002
90055,2002-04-10 07:00:00,3.8,95,3.1,990.8,0.3,0.3,0.0,12.6,27.0,0.02,5.4,0.411,2002
90056,2002-04-10 08:00:00,3.8,94,3.0,991.0,0.1,0.1,0.0,12.4,30.0,0.03,5.1,0.408,2002
90057,2002-04-10 09:00:00,4.5,92,3.3,991.4,0.1,0.1,1.0,11.8,31.0,0.04,5.3,0.404,2002
90058,2002-04-10 10:00:00,4.7,91,3.4,992.0,0.0,0.0,2.0,11.7,34.0,0.05,5.1,0.402,2002
90059,2002-04-10 11:00:00,5.6,87,3.5,992.0,0.0,0.0,3.0,10.1,35.0,0.08,5.7,0.398,2002
90060,2002-04-10 12:00:00,5.8,86,3.6,992.1,0.0,0.0,12.0,10.0,30.0,0.09,5.9,0.395,2002
90061,2002-04-10 13:00:00,6.0,85,3.8,992.2,0.0,0.0,23.0,10.5,31.0,0.11,6.5,0.393,2002
90062,2002-04-10 14:00:00,6.0,85,3.7,992.3,0.0,0.0,17.0,10.2,39.0,0.09,6.8,0.391,2002
90063,2002-04-10 15:00:00,6.0,86,3.8,992.0,0.0,0.0,4.0,9.7,45.0,0.07,6.9,0.389,2002
90064,2002-04-10 16:00:00,6.0,86,3.8,992.4,0.0,0.0,2.0,8.2,41.0,0.06,6.8,0.387,2002
90065,2002-04-10 17:00:00,6.0,86,3.8,992.6,0.0,0.0,0.0,6.8,25.0,0.04,6.6,0.386,2002
90066,2002-04-10 18:00:00,5.9,86,3.7,993.0,0.0,0.0,0.0,6.8,18.0,0.03,6.3,0.384,2002
90067,2002-04-10 19:00:00,6.1,85,3.8,993.8,0.0,0.0,0.0,7.3,20.0,0.02,6.0,0.383,2002
90068,2002-04-10 20:00:00,5.9,86,3.7,994.1,0.0,0.0,0.0,7.4,23.0,0.0,5.9,0.382,2002
90069,2002-04-10 21:00:00,5.8,87,3.8,994.5,0.0,0.0,0.0,6.5,19.0,0.0,5.7,0.381,2002
90070,2002-04-10 22:00:00,5.7,88,3.8,994.5,0.0,0.0,0.0,5.2,12.0,0.0,5.6,0.38,2002
90071,2002-04-10 23:00:00,5.9,91,4.6,995.0,0.0,0.0,0.0,2.6,16.0,0.0,5.9,0.379,2002
94200,2002-09-30 00:00:00,10.8,66,4.7,1005.9,0.0,0.0,0.0,14.8,14.0,0.04,10.7,0.38,2002
94201,2002-09-30 01:00:00,10.5,67,4.6,1006.0,0.0,0.0,0.0,14.3,10.0,0.04,10.4,0.38,2002
94202,2002-09-30 02:00:00,10.7,66,4.6,1006.1,0.0,0.0,0.0,14.2,9.0,0.04,10.6,0.379,2002
94203,2002-09-30 03:00:00,9.9,67,4.2,1006.0,0.0,0.0,0.0,14.6,10.0,0.04,10.0,0.378,2002
94204,2002-09-30 04:00:00,9.8,68,4.2,1005.9,0.0,0.0,0.0,14.4,13.0,0.04,10.0,0.378,2002
94205,2002-09-30 05:00:00,9.5,70,4.4,1005.7,0.0,0.0,0.0,14.1,13.0,0.03,9.8,0.377,2002
94206,2002-09-30 06:00:00,9.5,72,4.6,1006.0,0.0,0.0,0.0,13.7,14.0,0.03,9.8,0.377,2002
94207,2002-09-30 07:00:00,9.3,75,5.0,1006.5,0.0,0.0,19.0,13.0,14.0,0.04,9.5,0.376,2002
94208,2002-09-30 08:00:00,9.7,73,5.2,1006.7,0.0,0.0,55.0,12.2,14.0,0.07,9.6,0.375,2002
94209,2002-09-30 09:00:00,12.0,65,5.7,1007.1,0.0,0.0,174.0,13.3,19.0,0.14,11.6,0.374,2002
94210,2002-09-30 10:00:00,13.7,63,6.7,1007.1,0.0,0.0,218.0,13.4,24.0,0.19,13.1,0.373,2002
94211,2002-09-30 11:00:00,15.9,57,7.3,1006.9,0.0,0.0,288.0,13.4,24.0,0.26,14.8,0.372,2002
94212,2002-09-30 12:00:00,16.5,55,7.3,1006.3,0.0,0.0,350.0,13.2,26.0,0.3,15.0,0.371,2002
94213,2002-09-30 13:00:00,17.2,52,7.4,1005.5,0.0,0.0,424.0,12.6,27.0,0.33,15.5,0.369,2002
94214,2002-09-30 14:00:00,17.5,50,6.9,1005.0,0.0,0.0,278.0,12.5,39.0,0.28,15.7,0.368,2002
94215,2002-09-30 15:00:00,17.7,48,6.6,1004.8,0.0,0.0,168.0,11.2,42.0,0.22,15.7,0.367,2002
94216,2002-09-30 16:00:00,17.0,51,6.9,1004.3,0.0,0.0,102.0,8.4,40.0,0.15,15.4,0.366,2002
94217,2002-09-30 17:00:00,15.3,57,7.0,1004.2,0.0,0.0,47.0,6.0,25.0,0.07,14.8,0.366,2002
94218,2002-09-30 18:00:00,12.8,70,7.4,1004.2,0.0,0.0,4.0,7.3,20.0,0.03,13.4,0.366,2002
94219,2002-09-30 19:00:00,11.8,74,7.2,1004.6,0.0,0.0,0.0,8.1,21.0,0.01,12.3,0.365,2002
94220,2002-09-30 20:00:00,11.1,76,7.1,1005.0,0.0,0.0,0.0,8.7,24.0,0.01,11.5,0.365,2002
94221,2002-09-30 21:00:00,9.8,82,6.8,1005.1,0.0,0.0,0.0,8.7,24.0,0.0,10.2,0.365,2002
94222,2002-09-30 22:00:00,9.2,84,6.6,1005.1,0.0,0.0,0.0,7.5,17.0,0.0,9.9,0.365,2002
94223,2002-09-30 23:00:00,7.4,88,5.5,1004.8,0.0,0.0,0.0,7.6,3.0,0.0,8.6,0.365,2002
98808,2003-04-10 00:00:00,2.7,68,-2.6,991.0,0.0,0.0,0.0,8.4,205.0,0.01,3.0,0.281,2003
98809,2003-04-10 01:00:00,2.3,71,-2.4,990.8,0.0,0.0,0.0,7.9,204.0,0.01,2.7,0.281,2003
98810,2003-04-10 02:00:00,2.0,73,-2.4,990.8,0.0,0.0,0.0,8.1,201.0,0.01,2.6,0.281,2003
98811,2003-04-10 03:00:00,1.0,77,-2.5,990.0,0.0,0.0,0.0,7.6,188.0,0.0,2.1,0.281,2003
98812,2003-04-10 04:00:00,1.3,77,-2.3,989.7,0.0,0.0,0.0,7.2,180.0,0.0,2.6,0.281,2003
98813,2003-04-10 05:00:00,1.3,77,-2.3,989.7,0.0,0.0,0.0,6.5,174.0,0.0,2.7,0.281,2003
98814,2003-04-10 06:00:00,2.0,77,-1.6,989.4,0.0,0.0,2.0,5.5,169.0,0.01,2.4,0.281,2003
98815,2003-04-10 07:00:00,3.1,72,-1.4,989.4,0.0,0.0,63.0,5.9,169.0,0.04,1.4,0.281,2003
98816,2003-04-10 08:00:00,4.7,67,-0.9,989.6,0.0,0.0,178.0,5.6,165.0,0.11,1.3,0.281,2003
98817,2003-04-10 09:00:00,8.4,56,0.2,989.3,0.0,0.0,214.0,7.3,171.0,0.18,4.7,0.28,2003
98818,2003-04-10 10:00:00,10.1,54,1.2,988.7,0.0,0.0,251.0,9.7,178.0,0.24,6.5,0.28,2003
98819,2003-04-10 11:00:00,11.9,51,2.0,988.1,0.0,0.0,180.0,7.9,183.0,0.26,8.5,0.278,2003
98820,2003-04-10 12:00:00,13.3,46,2.0,987.1,0.0,0.0,147.0,10.0,193.0,0.26,8.9,0.277,2003
98821,2003-04-10 13:00:00,14.2,47,3.1,985.4,0.0,0.0,120.0,13.0,180.0,0.26,9.4,0.277,2003
98822,2003-04-10 14:00:00,13.3,57,5.1,984.1,0.7,0.7,30.0,14.4,158.0,0.19,9.6,0.277,2003
98823,2003-04-10 15:00:00,12.6,68,6.8,982.5,0.8,0.8,5.0,7.7,118.0,0.12,9.3,0.293,2003
98824,2003-04-10 16:00:00,11.9,79,8.3,981.6,1.2,1.2,0.0,5.1,98.0,0.09,8.9,0.308,2003
98825,2003-04-10 17:00:00,10.7,83,8.0,980.8,1.2,1.2,1.0,3.4,32.0,0.05,8.4,0.322,2003
98826,2003-04-10 18:00:00,10.2,86,8.0,980.8,0.9,0.9,0.0,6.5,341.0,0.03,8.1,0.334,2003
98827,2003-04-10 19:00:00,9.8,89,8.1,980.8,0.8,0.8,0.0,8.2,331.0,0.02,8.1,0.35,2003
98828,2003-04-10 20:00:00,8.9,92,7.7,981.2,2.2,2.2,0.0,8.2,311.0,0.0,7.9,0.362,2003
98829,2003-04-10 21:00:00,8.0,93,6.9,982.3,1.6,1.6,0.0,8.9,297.0,0.0,7.1,0.373,2003
98830,2003-04-10 22:00:00,8.4,93,7.3,982.8,0.4,0.4,0.0,6.0,287.0,0.0,7.0,0.386,2003
98831,2003-04-10 23:00:00,7.4,93,6.4,983.0,0.0,0.0,0.0,6.0,295.0,0.0,7.4,0.388,2003
102960,2003-09-30 00:00:00,13.8,91,12.4,994.7,0.0,0.0,0.0,3.8,253.0,0.0,14.6,0.382,2003
102961,2003-09-30 01:00:00,13.6,92,12.4,994.5,0.0,0.0,0.0,4.0,260.0,0.0,14.5,0.377,2003
102962,2003-09-30 02:00:00,13.5,95,12.7,994.9,0.0,0.0,0.0,3.6,270.0,0.0,14.7,0.373,2003
102963,2003-09-30 03:00:00,12.4,96,11.8,995.1,0.0,0.0,0.0,4.7,279.0,0.0,14.2,0.37,2003
102964,2003-09-30 04:00:00,11.2,100,11.2,995.0,0.0,0.0,0.0,3.9,292.0,0.0,13.6,0.367,2003
102965,2003-09-30 05:00:00,10.8,100,10.8,995.6,0.0,0.0,0.0,3.9,304.0,0.0,13.6,0.364,2003
102966,2003-09-30 06:00:00,10.4,100,10.4,995.4,0.0,0.0,0.0,3.9,304.0,0.0,13.3,0.361,2003
102967,2003-09-30 07:00:00,10.9,99,10.8,996.3,0.0,0.0,17.0,3.7,299.0,0.01,12.8,0.359,2003
102968,2003-09-30 08:00:00,12.0,99,11.8,996.8,0.0,0.0,48.0,3.5,294.0,0.06,12.8,0.356,2003
102969,2003-09-30 09:00:00,14.4,90,12.8,997.6,0.0,0.0,85.0,3.7,281.0,0.13,14.5,0.354,2003
102970,2003-09-30 10:00:00,16.0,74,11.3,998.0,0.0,0.0,139.0,2.7,247.0,0.2,15.6,0.351,2003
102971,2003-09-30 11:00:00,18.1,65,11.3,997.7,0.0,0.0,277.0,2.8,140.0,0.27,17.8,0.349,2003
102972,2003-09-30 12:00:00,18.8,57,10.2,997.7,0.0,0.0,439.0,4.7,122.0,0.35,18.4,0.346,2003
102973,2003-09-30 13:00:00,19.3,53,9.5,997.0,0.0,0.0,470.0,4.6,135.0,0.36,19.0,0.343,2003
102974,2003-09-30 14:00:00,19.7,51,9.2,996.7,0.0,0.0,348.0,4.0,153.0,0.31,19.4,0.341,2003
102975,2003-09-30 15:00:00,20.3,49,9.2,996.1,0.0,0.0,323.0,4.1,165.0,0.26,19.5,0.338,2003
102976,2003-09-30 16:00:00,19.7,51,9.2,996.1,0.0,0.0,206.0,4.0,153.0,0.17,19.2,0.336,2003
102977,2003-09-30 17:00:00,17.6,64,10.6,995.8,0.0,0.0,55.0,3.1,126.0,0.06,18.1,0.334,2003
102978,2003-09-30 18:00:00,14.7,74,10.1,995.8,0.0,0.0,4.0,6.3,103.0,0.03,16.5,0.333,2003
102979,2003-09-30 19:00:00,14.1,75,9.8,996.3,0.0,0.0,0.0,6.8,90.0,0.01,15.3,0.332,2003
102980,2003-09-30 20:00:00,13.3,78,9.4,996.7,0.0,0.0,0.0,7.2,90.0,0.01,14.3,0.331,2003
102981,2003-09-30 21:00:00,11.7,83,9.0,996.7,0.0,0.0,0.0,6.6,103.0,0.0,13.0,0.33,2003
102982,2003-09-30 22:00:00,11.9,82,8.9,997.2,0.0,0.0,0.0,6.3,121.0,0.0,12.7,0.329,2003
102983,2003-09-30 23:00:00,10.7,85,8.2,997.5,0.0,0.0,0.0,3.8,197.0,0.0,10.7,0.329,2003
107592,2004-04-10 00:00:00,7.0,89,5.2,988.7,0.5,0.5,0.0,9.0,37.0,0.0,7.4,0.428,2004
107593,2004-04-10 01:00:00,6.9,88,5.0,988.7,0.2,0.2,0.0,10.0,38.0,0.0,7.3,0.426,2004
107594,2004-04-10 02:00:00,6.8,88,5.0,988.3,0.3,0.3,0.0,9.6,34.0,0.0,7.2,0.424,2004
107595,2004-04-10 03:00:00,6.7,88,4.9,988.0,0.2,0.2,0.0,8.2,38.0,0.0,7.1,0.423,2004
107596,2004-04-10 04:00:00,6.6,90,5.1,988.0,0.3,0.3,0.0,6.3,31.0,0.0,7.0,0.422,2004
107597,2004-04-10 05:00:00,6.5,91,5.1,988.2,0.5,0.5,0.0,6.4,27.0,0.0,7.0,0.423,2004
107598,2004-04-10 06:00:00,6.5,91,5.2,988.5,0.5,0.5,0.0,6.4,43.0,0.02,6.9,0.426,2004
107599,2004-04-10 07:00:00,6.6,91,5.3,988.7,0.5,0.5,0.0,6.9,43.0,0.02,6.7,0.425,2004
107600,2004-04-10 08:00:00,6.7,93,5.6,988.6,0.0,0.0,1.0,7.1,41.0,0.04,6.6,0.424,2004
107601,2004-04-10 09:00:00,7.1,92,5.9,988.7,0.0,0.0,6.0,8.2,52.0,0.05,6.6,0.422,2004
107602,2004-04-10 10:00:00,7.5,89,5.8,988.7,0.0,0.0,2.0,9.0,61.0,0.07,6.7,0.42,2004
107603,2004-04-10 11:00:00,8.1,88,6.3,989.1,0.6,0.6,3.0,6.5,90.0,0.08,7.4,0.425,2004
107604,2004-04-10 12:00:00,8.3,89,6.6,988.9,0.4,0.4,8.0,5.8,68.0,0.08,8.0,0.422,2004
107605,2004-04-10 13:00:00,8.3,89,6.7,989.3,0.9,0.9,3.0,4.7,58.0,0.08,8.3,0.427,2004
107606,2004-04-10 14:00:00,8.8,86,6.6,989.0,1.2,1.2,15.0,6.6,41.0,0.09,8.6,0.434,2004
107607,2004-04-10 15:00:00,9.0,86,6.8,989.3,1.1,1.1,0.0,6.1,45.0,0.06,8.7,0.435,2004
107608,2004-04-10 16:00:00,9.2,87,7.2,989.2,1.1,1.1,0.0,5.1,51.0,0.05,8.6,0.435,2004
107609,2004-04-10 17:00:00,9.3,87,7.3,988.9,0.8,0.8,2.0,4.3,48.0,0.05,8.6,0.432,2004
107610,2004-04-10 18:00:00,9.2,88,7.3,989.2,0.0,0.0,8.0,3.0,76.0,0.03,8.5,0.428,2004
107611,2004-04-10 19:00:00,9.2,86,7.1,989.7,0.0,0.0,0.0,3.6,96.0,0.02,8.4,0.424,2004
107612,2004-04-10 20:00:00,8.8,89,7.1,990.2,0.0,0.0,0.0,2.5,82.0,0.0,8.4,0.422,2004
107613,2004-04-10 21:00:00,8.4,93,7.4,990.3,0.0,0.0,0.0,1.1,342.0,0.0,8.3,0.419,2004
107614,2004-04-10 22:00:00,8.1,93,7.1,990.3,0.0,0.0,0.0,2.3,321.0,0.0,8.1,0.417,2004
107615,2004-04-10 23:00:00,8.7,93,7.7,989.9,0.0,0.0,0.0,3.3,13.0,0.0,8.6,0.416,2004
111744,2004-09-30 00:00:00,11.1,95,10.3,995.7,0.0,0.0,0.0,6.0,253.0,0.0,12.0,0.333,2004
111745,2004-09-30 01:00:00,10.7,96,10.1,995.7,0.0,0.0,0.0,6.2,277.0,0.0,11.5,0.333,2004
111746,2004-09-30 02:00:00,10.8,95,10.0,995.7,0.0,0.0,0.0,5.4,274.0,0.0,11.4,0.333,2004
111747,2004-09-30 03:00:00,10.5,95,9.7,995.8,0.0,0.0,0.0,5.8,274.0,0.0,11.3,0.333,2004
111748,2004-09-30 04:00:00,10.4,96,9.8,996.1,0.0,0.0,0.0,5.4,290.0,0.0,11.5,0.333,2004
111749,2004-09-30 05:00:00,10.2,97,9.7,996.7,0.0,0.0,0.0,5.2,295.0,0.0,11.4,0.333,2004
111750,2004-09-30 06:00:00,10.2,97,9.8,997.2,0.0,0.0,0.0,4.5,299.0,0.0,11.4,0.333,2004
111751,2004-09-30 07:00:00,11.3,94,10.3,998.1,0.0,0.0,24.0,5.0,300.0,0.01,11.1,0.333,2004
111752,2004-09-30 08:00:00,11.7,92,10.4,998.6,0.0,0.0,77.0,3.1,291.0,0.06,10.5,0.333,2004
111753,2004-09-30 09:00:00,13.7,84,11.1,999.2,0.0,0.0,117.0,1.8,270.0,0.12,11.8,0.332,2004
111754,2004-09-30 10:00:00,15.8,79,12.2,999.6,0.0,0.0,252.0,0.8,243.0,0.22,13.6,0.331,2004
111755,2004-09-30 11:00:00,18.2,71,12.9,999.8,0.0,0.0,361.0,0.8,63.0,0.3,16.1,0.331,2004
111756,2004-09-30 12:00:00,19.2,66,12.6,999.8,0.0,0.0,378.0,2.1,149.0,0.34,17.7,0.33,2004
111757,2004-09-30 13:00:00,20.0,62,12.4,999.2,0.0,0.0,413.0,3.5,204.0,0.33,18.7,0.329,2004
111758,2004-09-30 14:00:00,20.4,59,12.1,999.2,0.0,0.0,275.0,4.5,209.0,0.26,19.0,0.328,2004
111759,2004-09-30 15:00:00,20.4,60,12.4,998.8,0.0,0.0,170.0,4.9,197.0,0.2,18.9,0.327,2004
111760,2004-09-30 16:00:00,20.1,61,12.4,998.5,0.0,0.0,130.0,5.8,187.0,0.15,18.7,0.326,2004
111761,2004-09-30 17:00:00,18.2,74,13.4,998.7,0.0,0.0,62.0,4.7,176.0,0.06,17.8,0.326,2004
111762,2004-09-30 18:00:00,16.2,83,13.4,998.7,0.0,0.0,3.0,7.1,165.0,0.02,16.6,0.326,2004
111763,2004-09-30 19:00:00,15.7,84,13.0,999.1,0.0,0.0,0.0,6.5,146.0,0.0,15.5,0.326,2004
111764,2004-09-30 20:00:00,15.9,82,12.8,999.6,0.0,0.0,0.0,5.6,140.0,0.0,14.6,0.326,2004
111765,2004-09-30 21:00:00,15.0,86,12.7,1000.2,0.0,0.0,0.0,4.1,135.0,0.0,14.0,0.326,2004
111766,2004-09-30 22:00:00,14.7,88,12.7,1000.5,0.0,0.0,0.0,4.4,55.0,0.0,13.9,0.326,2004
111767,2004-09-30 23:00:00,13.4,91,11.9,1000.5,0.0,0.0,0.0,5.1,51.0,0.0,13.3,0.327,2004
116352,2005-04-10 00:00:00,9.3,87,7.3,990.2,1.1,1.1,0.0,14.8,13.0,0.01,11.0,0.416,2005
116353,2005-04-10 01:00:00,8.9,87,6.8,990.5,0.9,0.9,0.0,16.3,14.0,0.01,10.6,0.416,2005
116354,2005-04-10 02:00:00,8.9,87,6.8,990.8,0.9,0.9,0.0,16.2,12.0,0.01,10.5,0.416,2005
116355,2005-04-10 03:00:00,8.3,87,6.2,991.7,1.3,1.3,0.0,17.1,8.0,0.01,9.9,0.422,2005
116356,2005-04-10 04:00:00,8.2,86,6.1,992.1,1.7,1.7,0.0,18.9,14.0,0.01,9.8,0.43,2005
116357,2005-04-10 05:00:00,8.1,85,5.8,992.8,1.4,1.4,0.0,17.1,15.0,0.01,9.8,0.429,2005
116358,2005-04-10 06:00:00,7.9,85,5.5,993.9,1.2,1.2,0.0,15.0,10.0,0.03,9.7,0.429,2005
116359,2005-04-10 07:00:00,7.7,85,5.3,995.1,1.3,1.3,0.0,14.6,16.0,0.03,9.6,0.43,2005
116360,2005-04-10 08:00:00,7.7,85,5.3,995.9,1.0,1.0,0.0,16.1,20.0,0.04,9.6,0.43,2005
116361,2005-04-10 09:00:00,7.9,83,5.2,996.5,0.8,0.8,6.0,15.8,17.0,0.06,9.6,0.429,2005
116362,2005-04-10 10:00:00,7.9,83,5.2,997.2,0.8,0.8,2.0,16.3,18.0,0.07,9.5,0.426,2005
116363,2005-04-10 11:00:00,8.7,80,5.4,997.7,0.6,0.6,8.0,14.6,33.0,0.09,9.6,0.422,2005
